391333 	 266 	 76 	 274
391334 	 268 	 78 	 270
391335 	 688 	 76 	 82
391336 	 80 	 268 	 250
391337 	 266 	 76 	 276
391338 	 266 	 80 	 272
391339 	 80 	 76 	 268
391340 	 76 	 76 	 274
391341 	 264 	 76 	 270
391342 	 266 	 76 	 100
391343 	 264 	 242 	 246
391344 	 268 	 76 	 270
391345 	 264 	 80 	 272
391346 	 268 	 80 	 270
391347 	 72 	 76 	 276
391348 	 266 	 74 	 270
391349 	 264 	 76 	 272
391350 	 266 	 76 	 82
391351 	 268 	 76 	 86
391352 	 268 	 76 	 274
391353 	 266 	 76 	 272
391354 	 76 	 266 	 252
391355 	 266 	 76 	 272
391356 	 1348 	 74 	 84
391357 	 266 	 244 	 250
391358 	 266 	 76 	 80
391359 	 266 	 78 	 272
391360 	 268 	 78 	 276
391361 	 72 	 266 	 248
391362 	 268 	 78 	 274
391363 	 264 	 80 	 84
391364 	 268 	 76 	 84
391365 	 242 	 76 	 82
391366 	 266 	 78 	 272
391367 	 504 	 78 	 274
391368 	 74 	 268 	 248
391369 	 268 	 76 	 270
391370 	 266 	 78 	 270
391371 	 276 	 76 	 270
391372 	 82 	 74 	 270
391373 	 266 	 76 	 276
391374 	 264 	 76 	 274
391375 	 76 	 76 	 270
391376 	 266 	 80 	 276
391377 	 266 	 80 	 1480
391378 	 268 	 76 	 274
391379 	 268 	 78 	 80
391380 	 268 	 78 	 84
391381 	 264 	 76 	 272
391382 	 262 	 74 	 250
391383 	 76 	 76 	 274
391384 	 264 	 74 	 274
391385 	 268 	 76 	 272
391386 	 80 	 80 	 80
391387 	 78 	 76 	 270
391388 	 1256 	 76 	 272
391389 	 266 	 76 	 272
391390 	 270 	 246 	 248
391391 	 262 	 78 	 270
391392 	 268 	 78 	 272
391393 	 240 	 78 	 272
391394 	 80 	 76 	 272
391395 	 266 	 76 	 272
391396 	 266 	 76 	 276
391397 	 266 	 76 	 274
391398 	 268 	 76 	 80
391399 	 358 	 76 	 272
391400 	 264 	 76 	 272
391401 	 76 	 76 	 280
391402 	 268 	 78 	 272
391403 	 262 	 74 	 270
391404 	 76 	 74 	 80
391405 	 76 	 72 	 272
391406 	 264 	 78 	 274
391407 	 266 	 76 	 272
391408 	 80 	 78 	 80
391409 	 76 	 74 	 276
391410 	 264 	 78 	 274
391411 	 266 	 76 	 270
391412 	 266 	 78 	 80
391413 	 268 	 78 	 84
391414 	 268 	 78 	 272
391415 	 264 	 78 	 272
391416 	 78 	 264 	 248
391417 	 268 	 78 	 274
391418 	 262 	 80 	 270
391419 	 266 	 76 	 80
391420 	 1390 	 76 	 82
391421 	 268 	 78 	 270
391422 	 262 	 74 	 272
391423 	 78 	 76 	 274
391424 	 260 	 78 	 274
391425 	 264 	 74 	 274
391426 	 242 	 78 	 80
391427 	 76 	 74 	 274
391428 	 264 	 76 	 270
391429 	 266 	 78 	 268
391430 	 264 	 76 	 268
391431 	 506 	 76 	 82
391432 	 268 	 76 	 272
391433 	 268 	 78 	 252
391434 	 76 	 80 	 276
391435 	 264 	 76 	 270
391436 	 266 	 80 	 274
391437 	 80 	 268 	 250
391438 	 264 	 74 	 274
391439 	 264 	 76 	 272
391440 	 78 	 80 	 80
391441 	 74 	 76 	 1388
391442 	 240 	 78 	 84
391443 	 266 	 76 	 270
391444 	 246 	 78 	 84
391445 	 268 	 202 	 78
391446 	 268 	 80 	 272
391447 	 268 	 76 	 272
391448 	 268 	 74 	 270
391449 	 76 	 76 	 274
391450 	 266 	 74 	 274
391451 	 266 	 78 	 274
391452 	 1052 	 78 	 84
