slot 	 sqr 	 mod 	 mul
359878 	 258 	 236 	 244
359879 	 256 	 238 	 242
359880 	 262 	 240 	 244
359881 	 258 	 236 	 244
359882 	 254 	 238 	 242
359883 	 260 	 242 	 244
359884 	 258 	 240 	 242
359885 	 262 	 238 	 246
359886 	 262 	 238 	 242
359887 	 260 	 238 	 240
359888 	 262 	 240 	 248
359889 	 262 	 238 	 244
359890 	 256 	 1416 	 244
359891 	 254 	 236 	 242
359892 	 260 	 240 	 240
359893 	 258 	 238 	 242
359894 	 256 	 236 	 240
359895 	 256 	 240 	 242
359896 	 254 	 240 	 240
359897 	 260 	 238 	 244
359898 	 260 	 240 	 240
359899 	 262 	 236 	 240
359900 	 258 	 238 	 244
359901 	 616 	 238 	 242
359902 	 256 	 236 	 242
359903 	 260 	 238 	 242
359904 	 260 	 240 	 242
359905 	 258 	 238 	 246
359906 	 258 	 238 	 240
359907 	 256 	 236 	 242
359908 	 258 	 240 	 242
359909 	 262 	 238 	 240
359910 	 260 	 234 	 242
359911 	 260 	 238 	 1428
359912 	 272 	 240 	 242
359913 	 260 	 236 	 240
359914 	 260 	 238 	 242
359915 	 258 	 242 	 244
359916 	 258 	 238 	 240
359917 	 256 	 242 	 244
359918 	 258 	 236 	 246
359919 	 260 	 238 	 238
359920 	 262 	 234 	 238
359921 	 258 	 240 	 244
359922 	 1404 	 238 	 242
359923 	 254 	 236 	 242
359924 	 262 	 242 	 242
359925 	 260 	 238 	 244
359926 	 258 	 238 	 242
359927 	 262 	 238 	 242
359928 	 254 	 238 	 242
359929 	 258 	 238 	 240
359930 	 262 	 240 	 240
359931 	 262 	 238 	 244
359932 	 262 	 238 	 240
359933 	 534 	 238 	 240
359934 	 260 	 236 	 242
359935 	 258 	 236 	 244
359936 	 260 	 240 	 244
359937 	 258 	 240 	 244
359938 	 256 	 240 	 240
359939 	 256 	 236 	 242
359940 	 256 	 236 	 240
359941 	 260 	 240 	 240
359942 	 258 	 238 	 240
359943 	 68 	 72 	 264
359944 	 260 	 70 	 268
359945 	 260 	 70 	 266
359946 	 260 	 236 	 242
359947 	 256 	 238 	 240
359948 	 254 	 238 	 244
359949 	 256 	 236 	 240
359950 	 256 	 238 	 246
359951 	 262 	 238 	 244
359952 	 256 	 236 	 242
359953 	 262 	 238 	 242
359954 	 1234 	 240 	 244
359955 	 258 	 236 	 244
359956 	 260 	 238 	 240
359957 	 258 	 240 	 240
359958 	 260 	 240 	 246
359959 	 260 	 238 	 240
359960 	 258 	 240 	 244
359961 	 262 	 240 	 246
359962 	 258 	 238 	 242
359963 	 266 	 240 	 240
359964 	 260 	 238 	 244
359965 	 428 	 240 	 244
359966 	 262 	 240 	 242
359967 	 258 	 236 	 242
359968 	 260 	 240 	 242
359969 	 262 	 238 	 240
359970 	 262 	 238 	 244
359971 	 258 	 238 	 244
359972 	 258 	 236 	 244
359973 	 258 	 236 	 242
359974 	 258 	 242 	 244
359975 	 262 	 236 	 1400
359976 	 258 	 238 	 244
359977 	 258 	 238 	 242
359978 	 256 	 238 	 242
359979 	 262 	 238 	 242
359980 	 262 	 236 	 240
359981 	 258 	 240 	 240
359982 	 258 	 238 	 240
359983 	 262 	 236 	 240
359984 	 256 	 236 	 240
359985 	 260 	 240 	 240
359986 	 1178 	 236 	 242
359987 	 260 	 238 	 240
359988 	 256 	 236 	 242
359989 	 258 	 236 	 240
359990 	 258 	 236 	 240
359991 	 260 	 238 	 246
359992 	 260 	 240 	 240
359993 	 256 	 238 	 242
359994 	 258 	 240 	 242
359995 	 256 	 238 	 240
359996 	 262 	 238 	 242
359997 	 254 	 236 	 244
359998 	 262 	 238 	 242
359999 	 254 	 240 	 242
360000 	 260 	 238 	 242
360001 	 256 	 236 	 242
360002 	 260 	 240 	 244
360003 	 254 	 240 	 246
360004 	 260 	 240 	 242
360005 	 260 	 242 	 242
360006 	 258 	 240 	 242
360007 	 262 	 240 	 1406
360008 	 260 	 238 	 238
360009 	 262 	 240 	 242
360010 	 260 	 242 	 244
360011 	 260 	 236 	 244
360012 	 262 	 240 	 244
360013 	 260 	 238 	 238
360014 	 258 	 236 	 244
360015 	 258 	 240 	 244
360016 	 258 	 240 	 240
360017 	 254 	 240 	 242
360018 	 1110 	 238 	 244
360019 	 256 	 236 	 242
360020 	 72 	 262 	 242
360021 	 68 	 68 	 264
360022 	 258 	 70 	 266
360023 	 256 	 68 	 264
360024 	 260 	 240 	 240
360025 	 256 	 238 	 240
360026 	 256 	 236 	 244
360027 	 256 	 236 	 244
360028 	 258 	 240 	 246
360029 	 260 	 238 	 244
360030 	 256 	 236 	 240
360031 	 260 	 238 	 240
360032 	 260 	 238 	 244
360033 	 262 	 240 	 242
360034 	 260 	 240 	 242
360035 	 258 	 236 	 240
360036 	 260 	 238 	 242
360037 	 260 	 236 	 242
360038 	 258 	 238 	 244
360039 	 260 	 1404 	 242
360040 	 262 	 236 	 244
360041 	 262 	 238 	 246
360042 	 260 	 236 	 242
360043 	 260 	 240 	 240
360044 	 258 	 240 	 242
360045 	 260 	 238 	 242
360046 	 258 	 240 	 244
360047 	 260 	 240 	 240
360048 	 260 	 238 	 240
360049 	 262 	 242 	 240
360050 	 958 	 238 	 240
360051 	 258 	 240 	 242
360052 	 262 	 238 	 242
360053 	 258 	 242 	 246
360054 	 260 	 240 	 246
360055 	 254 	 236 	 240
360056 	 262 	 238 	 244
360057 	 260 	 236 	 244
360058 	 258 	 240 	 242
360059 	 258 	 238 	 244
360060 	 258 	 240 	 244
360061 	 256 	 236 	 242
360062 	 260 	 236 	 242
360063 	 260 	 240 	 240
360064 	 258 	 238 	 242
360065 	 258 	 236 	 242
360066 	 256 	 238 	 244
360067 	 258 	 240 	 242
360068 	 258 	 238 	 244
360069 	 260 	 238 	 240
360070 	 264 	 236 	 240
360071 	 262 	 1414 	 244
360072 	 258 	 238 	 242
360073 	 256 	 238 	 242
360074 	 256 	 236 	 240
360075 	 256 	 236 	 242
360076 	 258 	 240 	 240
360077 	 260 	 238 	 240
360078 	 258 	 238 	 240
360079 	 258 	 236 	 246
360080 	 258 	 236 	 240
360081 	 258 	 236 	 240
360082 	 824 	 238 	 242
360083 	 260 	 238 	 242
360084 	 260 	 238 	 244
360085 	 258 	 240 	 246
360086 	 258 	 240 	 244
360087 	 258 	 238 	 242
360088 	 260 	 236 	 246
360089 	 258 	 238 	 246
360090 	 260 	 240 	 244
360091 	 258 	 238 	 242
360092 	 258 	 236 	 240
360093 	 258 	 238 	 240
360094 	 260 	 238 	 246
360095 	 262 	 240 	 242
360096 	 262 	 236 	 240
360097 	 258 	 240 	 246
360098 	 72 	 262 	 240
360099 	 258 	 70 	 268
360100 	 256 	 70 	 270
360101 	 256 	 70 	 264
360102 	 260 	 70 	 76
360103 	 260 	 72 	 1174
360104 	 256 	 70 	 266
360105 	 258 	 236 	 244
360106 	 256 	 238 	 242
360107 	 258 	 236 	 242
360108 	 256 	 240 	 242
360109 	 260 	 240 	 240
360110 	 260 	 238 	 242
360111 	 258 	 236 	 240
360112 	 258 	 242 	 240
360113 	 256 	 236 	 244
360114 	 758 	 236 	 242
360115 	 256 	 236 	 240
360116 	 260 	 238 	 244
360117 	 256 	 236 	 240
360118 	 260 	 238 	 240
360119 	 260 	 238 	 244
360120 	 258 	 238 	 240
360121 	 262 	 238 	 242
360122 	 258 	 238 	 246
360123 	 262 	 236 	 242
360124 	 256 	 240 	 240
360125 	 260 	 240 	 240
360126 	 256 	 236 	 242
360127 	 256 	 238 	 240
360128 	 260 	 236 	 244
360129 	 258 	 236 	 242
360130 	 260 	 240 	 240
360131 	 262 	 238 	 240
360132 	 258 	 236 	 240
360133 	 254 	 240 	 240
360134 	 258 	 238 	 240
360135 	 258 	 1422 	 240
360136 	 268 	 234 	 246
360137 	 260 	 238 	 238
360138 	 258 	 234 	 242
360139 	 256 	 240 	 240
360140 	 258 	 240 	 240
360141 	 256 	 236 	 240
360142 	 262 	 242 	 244
360143 	 260 	 240 	 246
360144 	 256 	 244 	 242
360145 	 262 	 238 	 240
360146 	 694 	 240 	 242
360147 	 258 	 236 	 244
360148 	 260 	 240 	 244
360149 	 262 	 240 	 240
360150 	 262 	 236 	 238
360151 	 258 	 242 	 244
360152 	 262 	 236 	 242
360153 	 254 	 240 	 242
360154 	 258 	 242 	 242
360155 	 256 	 238 	 240
360156 	 256 	 236 	 242
360157 	 256 	 236 	 244
360158 	 256 	 238 	 240
360159 	 256 	 236 	 240
360160 	 260 	 238 	 244
360161 	 260 	 238 	 240
360162 	 262 	 238 	 240
360163 	 260 	 240 	 240
360164 	 258 	 238 	 242
360165 	 256 	 236 	 242
360166 	 260 	 238 	 242
360167 	 1386 	 240 	 246
360168 	 256 	 238 	 242
360169 	 256 	 236 	 246
360170 	 260 	 240 	 242
360171 	 256 	 238 	 244
360172 	 260 	 238 	 240
360173 	 258 	 236 	 240
360174 	 256 	 234 	 244
360175 	 258 	 238 	 244
360176 	 258 	 238 	 246
360177 	 260 	 238 	 240
360178 	 516 	 236 	 238
360179 	 74 	 264 	 242
360180 	 68 	 70 	 262
360181 	 264 	 70 	 264
360182 	 258 	 72 	 268
360183 	 258 	 236 	 240
360184 	 262 	 240 	 246
360185 	 258 	 238 	 242
360186 	 260 	 240 	 242
360187 	 260 	 240 	 244
360188 	 262 	 240 	 1404
360189 	 260 	 238 	 242
360190 	 260 	 238 	 238
360191 	 262 	 238 	 244
360192 	 262 	 238 	 244
360193 	 262 	 236 	 238
360194 	 260 	 242 	 244
360195 	 260 	 238 	 242
360196 	 260 	 236 	 240
360197 	 260 	 238 	 244
360198 	 258 	 240 	 242
360199 	 1326 	 236 	 244
360200 	 258 	 240 	 246
360201 	 258 	 240 	 244
360202 	 254 	 238 	 240
360203 	 256 	 236 	 240
360204 	 256 	 238 	 242
360205 	 264 	 238 	 242
360206 	 260 	 236 	 238
360207 	 258 	 236 	 240
360208 	 258 	 240 	 242
360209 	 258 	 238 	 244
360210 	 398 	 238 	 248
360211 	 262 	 238 	 240
360212 	 258 	 238 	 242
360213 	 262 	 238 	 240
360214 	 260 	 240 	 240
360215 	 258 	 236 	 242
360216 	 258 	 236 	 242
360217 	 258 	 240 	 240
360218 	 260 	 238 	 238
360219 	 262 	 236 	 244
360220 	 260 	 238 	 1390
360221 	 258 	 238 	 244
360222 	 260 	 242 	 242
360223 	 262 	 240 	 246
360224 	 260 	 240 	 244
360225 	 260 	 240 	 242
360226 	 260 	 238 	 240
360227 	 262 	 242 	 242
360228 	 258 	 242 	 244
360229 	 256 	 238 	 242
360230 	 260 	 240 	 242
360231 	 1240 	 236 	 238
360232 	 256 	 236 	 240
360233 	 262 	 238 	 238
360234 	 260 	 240 	 244
360235 	 258 	 240 	 240
360236 	 258 	 238 	 242
360237 	 256 	 240 	 242
360238 	 258 	 244 	 242
360239 	 258 	 240 	 244
360240 	 258 	 238 	 240
360241 	 260 	 236 	 240
360242 	 376 	 236 	 242
360243 	 260 	 236 	 240
360244 	 256 	 240 	 242
360245 	 260 	 238 	 240
360246 	 254 	 236 	 240
360247 	 258 	 238 	 240
360248 	 260 	 238 	 240
360249 	 258 	 238 	 240
360250 	 258 	 236 	 240
360251 	 258 	 238 	 244
360252 	 260 	 242 	 1388
360253 	 270 	 238 	 244
360254 	 262 	 238 	 244
360255 	 258 	 242 	 240
360256 	 262 	 238 	 240
360257 	 70 	 262 	 238
360258 	 258 	 70 	 264
360259 	 258 	 70 	 266
360260 	 256 	 228 	 74
360261 	 260 	 70 	 264
360262 	 258 	 70 	 262
360263 	 1082 	 70 	 264
360264 	 262 	 238 	 246
360265 	 260 	 240 	 240
360266 	 262 	 238 	 238
360267 	 262 	 242 	 244
360268 	 260 	 238 	 244
360269 	 262 	 238 	 244
360270 	 264 	 240 	 246
360271 	 258 	 240 	 244
360272 	 262 	 242 	 248
360273 	 258 	 234 	 242
360274 	 252 	 238 	 240
360275 	 256 	 236 	 238
360276 	 258 	 242 	 248
360277 	 258 	 238 	 244
360278 	 266 	 238 	 244
360279 	 260 	 238 	 246
360280 	 256 	 240 	 242
360281 	 256 	 242 	 240
360282 	 256 	 240 	 240
360283 	 262 	 236 	 246
360284 	 256 	 1620 	 240
360285 	 234 	 236 	 240
360286 	 260 	 238 	 240
360287 	 258 	 238 	 240
360288 	 260 	 238 	 244
360289 	 258 	 238 	 240
360290 	 256 	 236 	 242
360291 	 256 	 238 	 240
360292 	 258 	 238 	 244
360293 	 260 	 236 	 242
360294 	 258 	 236 	 240
360295 	 986 	 236 	 244
360296 	 254 	 236 	 244
360297 	 262 	 238 	 244
360298 	 260 	 236 	 242
360299 	 262 	 236 	 240
360300 	 260 	 236 	 244
360301 	 260 	 240 	 242
360302 	 260 	 236 	 240
360303 	 256 	 238 	 240
360304 	 256 	 242 	 240
360305 	 262 	 236 	 244
360306 	 260 	 236 	 244
360307 	 260 	 236 	 242
360308 	 262 	 240 	 242
360309 	 258 	 240 	 242
360310 	 256 	 234 	 238
360311 	 260 	 240 	 240
360312 	 258 	 240 	 242
360313 	 262 	 238 	 244
360314 	 260 	 240 	 244
360315 	 258 	 240 	 246
360316 	 262 	 1418 	 242
360317 	 270 	 238 	 242
360318 	 256 	 238 	 242
360319 	 260 	 236 	 246
360320 	 262 	 236 	 240
360321 	 256 	 238 	 240
360322 	 262 	 236 	 240
360323 	 262 	 236 	 242
360324 	 258 	 242 	 240
360325 	 260 	 238 	 244
360326 	 260 	 242 	 240
360327 	 908 	 238 	 242
360328 	 258 	 240 	 246
360329 	 258 	 238 	 246
360330 	 256 	 236 	 240
360331 	 258 	 238 	 242
360332 	 260 	 240 	 240
360333 	 256 	 236 	 240
360334 	 258 	 240 	 240
360335 	 260 	 236 	 242
360336 	 256 	 238 	 240
360337 	 256 	 238 	 240
360338 	 70 	 70 	 266
360339 	 260 	 70 	 264
360340 	 258 	 70 	 264
360341 	 260 	 214 	 74
360342 	 258 	 72 	 264
360343 	 262 	 68 	 264
360344 	 260 	 70 	 268
360345 	 256 	 242 	 240
360346 	 258 	 238 	 240
360347 	 256 	 238 	 242
360348 	 260 	 1422 	 242
360349 	 254 	 238 	 242
360350 	 260 	 236 	 238
360351 	 258 	 242 	 242
360352 	 260 	 236 	 242
360353 	 256 	 238 	 242
360354 	 254 	 234 	 244
360355 	 260 	 238 	 238
360356 	 260 	 238 	 244
360357 	 258 	 236 	 240
360358 	 260 	 238 	 238
360359 	 788 	 236 	 240
360360 	 262 	 240 	 244
360361 	 262 	 238 	 242
360362 	 258 	 242 	 248
360363 	 262 	 240 	 242
360364 	 256 	 238 	 242
360365 	 264 	 238 	 244
360366 	 258 	 238 	 248
360367 	 256 	 240 	 242
360368 	 260 	 236 	 240
360369 	 254 	 238 	 240
360370 	 258 	 238 	 238
360371 	 260 	 234 	 242
360372 	 256 	 236 	 240
360373 	 260 	 238 	 240
360374 	 260 	 240 	 242
360375 	 258 	 240 	 240
360376 	 262 	 236 	 240
360377 	 260 	 240 	 244
360378 	 260 	 236 	 242
360379 	 260 	 236 	 240
360380 	 258 	 1400 	 240
360381 	 270 	 236 	 240
360382 	 260 	 240 	 242
360383 	 258 	 238 	 240
360384 	 256 	 236 	 244
360385 	 260 	 236 	 240
360386 	 258 	 242 	 240
360387 	 260 	 242 	 244
360388 	 260 	 240 	 242
360389 	 254 	 238 	 242
360390 	 254 	 238 	 240
360391 	 656 	 236 	 242
360392 	 264 	 238 	 246
360393 	 260 	 238 	 246
360394 	 260 	 236 	 246
360395 	 262 	 240 	 240
360396 	 256 	 238 	 244
360397 	 256 	 242 	 244
360398 	 254 	 236 	 244
360399 	 262 	 240 	 242
360400 	 258 	 236 	 240
360401 	 258 	 238 	 244
360402 	 256 	 236 	 242
360403 	 258 	 240 	 240
360404 	 264 	 240 	 246
360405 	 262 	 242 	 242
360406 	 260 	 242 	 240
360407 	 258 	 234 	 244
360408 	 258 	 236 	 240
360409 	 264 	 242 	 240
360410 	 262 	 236 	 246
360411 	 258 	 238 	 242
360412 	 1462 	 240 	 240
360413 	 240 	 242 	 244
360414 	 260 	 236 	 244
360415 	 256 	 238 	 240
360416 	 256 	 236 	 240
360417 	 258 	 244 	 240
360418 	 256 	 238 	 242
360419 	 70 	 70 	 262
360420 	 256 	 72 	 262
360421 	 256 	 70 	 262
360422 	 260 	 236 	 242
360423 	 576 	 240 	 244
360424 	 256 	 236 	 240
360425 	 262 	 238 	 244
360426 	 258 	 238 	 244
360427 	 262 	 236 	 242
360428 	 258 	 236 	 242
360429 	 260 	 238 	 246
360430 	 254 	 236 	 244
360431 	 256 	 236 	 242
360432 	 256 	 238 	 240
360433 	 258 	 240 	 1394
360434 	 258 	 240 	 240
360435 	 260 	 236 	 242
360436 	 258 	 240 	 244
360437 	 264 	 240 	 238
360438 	 258 	 240 	 244
360439 	 258 	 242 	 246
360440 	 258 	 240 	 244
360441 	 258 	 242 	 240
360442 	 258 	 240 	 242
360443 	 262 	 242 	 246
360444 	 1342 	 270 	 276
360445 	 270 	 250 	 242
360446 	 256 	 236 	 242
360447 	 258 	 238 	 240
360448 	 498 	 236 	 246
360449 	 258 	 236 	 240
360450 	 258 	 240 	 244
360451 	 262 	 236 	 244
360452 	 258 	 236 	 242
360453 	 260 	 238 	 244
360454 	 256 	 240 	 242
360455 	 254 	 236 	 242
360456 	 258 	 236 	 242
360457 	 258 	 238 	 240
360458 	 258 	 238 	 1402
360459 	 258 	 236 	 240
360460 	 258 	 238 	 242
360461 	 260 	 238 	 242
360462 	 254 	 240 	 242
360463 	 258 	 238 	 240
360464 	 262 	 236 	 242
360465 	 258 	 236 	 240
360466 	 262 	 238 	 240
360467 	 262 	 238 	 244
360468 	 258 	 240 	 244
360469 	 1188 	 238 	 242
360470 	 260 	 240 	 242
360471 	 260 	 240 	 242
360472 	 260 	 236 	 244
360473 	 260 	 238 	 244
360474 	 258 	 240 	 242
360475 	 262 	 238 	 242
360476 	 260 	 240 	 244
360477 	 262 	 238 	 240
360478 	 262 	 242 	 244
360479 	 258 	 236 	 244
360480 	 352 	 240 	 244
360481 	 262 	 238 	 244
360482 	 260 	 240 	 242
360483 	 258 	 240 	 242
360484 	 258 	 238 	 240
360485 	 262 	 236 	 242
360486 	 260 	 236 	 240
360487 	 258 	 238 	 244
360488 	 262 	 238 	 240
360489 	 70 	 258 	 244
360490 	 70 	 76 	 264
360491 	 262 	 72 	 262
360492 	 260 	 72 	 266
360493 	 238 	 70 	 74
360494 	 258 	 74 	 266
360495 	 258 	 72 	 264
360496 	 256 	 238 	 240
360497 	 264 	 238 	 240
360498 	 260 	 238 	 246
360499 	 262 	 236 	 242
360500 	 258 	 236 	 240
360501 	 1140 	 240 	 244
360502 	 260 	 236 	 240
360503 	 258 	 236 	 240
360504 	 258 	 240 	 242
360505 	 256 	 236 	 242
360506 	 260 	 236 	 242
360507 	 260 	 238 	 242
360508 	 260 	 238 	 240
360509 	 260 	 236 	 244
360510 	 260 	 242 	 242
360511 	 256 	 238 	 240
360512 	 266 	 236 	 242
360513 	 256 	 236 	 240
360514 	 258 	 240 	 240
360515 	 260 	 238 	 244
360516 	 260 	 238 	 238
360517 	 264 	 236 	 240
360518 	 262 	 238 	 246
360519 	 260 	 240 	 244
360520 	 264 	 238 	 240
360521 	 260 	 236 	 242
360522 	 262 	 1456 	 246
360523 	 236 	 238 	 242
360524 	 262 	 238 	 244
360525 	 258 	 240 	 242
360526 	 262 	 240 	 242
360527 	 260 	 240 	 240
360528 	 258 	 236 	 244
360529 	 256 	 236 	 242
360530 	 256 	 236 	 244
360531 	 258 	 240 	 240
360532 	 256 	 238 	 244
360533 	 1054 	 236 	 246
360534 	 256 	 238 	 240
360535 	 258 	 238 	 244
360536 	 262 	 238 	 244
360537 	 258 	 236 	 242
360538 	 256 	 236 	 242
360539 	 258 	 238 	 240
360540 	 258 	 240 	 240
360541 	 260 	 236 	 240
360542 	 262 	 238 	 242
360543 	 256 	 236 	 240
360544 	 258 	 238 	 244
360545 	 260 	 240 	 240
360546 	 256 	 238 	 242
360547 	 260 	 238 	 242
360548 	 260 	 238 	 240
360549 	 260 	 236 	 242
360550 	 258 	 236 	 240
360551 	 260 	 240 	 242
360552 	 258 	 238 	 246
360553 	 256 	 238 	 242
360554 	 260 	 1418 	 244
360555 	 268 	 240 	 240
360556 	 262 	 236 	 242
360557 	 258 	 238 	 240
360558 	 258 	 238 	 240
360559 	 260 	 240 	 242
360560 	 260 	 242 	 244
360561 	 256 	 242 	 240
360562 	 258 	 240 	 248
360563 	 262 	 238 	 240
360564 	 258 	 238 	 244
360565 	 904 	 236 	 238
360566 	 260 	 236 	 240
360567 	 260 	 240 	 242
360568 	 258 	 238 	 246
360569 	 256 	 238 	 242
360570 	 68 	 262 	 246
360571 	 70 	 70 	 266
360572 	 260 	 72 	 264
360573 	 258 	 72 	 266
360574 	 260 	 240 	 244
360575 	 256 	 236 	 244
360576 	 262 	 240 	 244
360577 	 260 	 238 	 244
360578 	 256 	 240 	 240
360579 	 260 	 236 	 242
360580 	 262 	 238 	 244
360581 	 260 	 238 	 240
360582 	 262 	 236 	 242
360583 	 262 	 238 	 240
360584 	 260 	 236 	 246
360585 	 260 	 238 	 242
360586 	 258 	 1416 	 242
360587 	 256 	 236 	 240
360588 	 260 	 238 	 242
360589 	 258 	 236 	 240
360590 	 256 	 236 	 240
360591 	 258 	 240 	 240
360592 	 258 	 236 	 242
360593 	 258 	 238 	 240
360594 	 260 	 242 	 240
360595 	 260 	 236 	 244
360596 	 260 	 240 	 242
360597 	 778 	 236 	 242
360598 	 258 	 236 	 240
360599 	 260 	 238 	 244
360600 	 260 	 238 	 244
360601 	 258 	 244 	 242
360602 	 258 	 236 	 242
360603 	 256 	 236 	 240
360604 	 260 	 238 	 246
360605 	 254 	 236 	 242
360606 	 258 	 238 	 240
360607 	 258 	 236 	 242
360608 	 258 	 238 	 244
360609 	 258 	 236 	 242
360610 	 262 	 238 	 240
360611 	 260 	 238 	 240
360612 	 258 	 238 	 244
360613 	 254 	 236 	 240
360614 	 256 	 238 	 242
360615 	 260 	 238 	 244
360616 	 260 	 240 	 240
360617 	 258 	 240 	 240
360618 	 262 	 1418 	 240
360619 	 268 	 240 	 240
360620 	 256 	 240 	 240
360621 	 258 	 238 	 240
360622 	 258 	 238 	 244
360623 	 262 	 240 	 242
360624 	 258 	 238 	 242
360625 	 260 	 238 	 240
360626 	 260 	 238 	 240
360627 	 260 	 236 	 242
360628 	 258 	 236 	 240
360629 	 730 	 240 	 244
360630 	 258 	 238 	 240
360631 	 260 	 240 	 240
360632 	 260 	 240 	 242
360633 	 260 	 238 	 244
360634 	 256 	 236 	 242
360635 	 258 	 238 	 242
360636 	 256 	 236 	 240
360637 	 258 	 236 	 240
360638 	 258 	 238 	 242
360639 	 260 	 240 	 246
360640 	 256 	 240 	 240
360641 	 256 	 238 	 242
360642 	 260 	 238 	 242
360643 	 258 	 238 	 242
360644 	 260 	 236 	 242
360645 	 260 	 236 	 240
360646 	 264 	 238 	 244
360647 	 258 	 240 	 240
360648 	 72 	 260 	 240
360649 	 256 	 70 	 262
360650 	 1460 	 70 	 266
360651 	 260 	 240 	 242
360652 	 256 	 242 	 244
360653 	 258 	 238 	 246
360654 	 264 	 242 	 242
360655 	 260 	 238 	 240
360656 	 258 	 236 	 242
360657 	 260 	 242 	 240
360658 	 258 	 236 	 242
360659 	 262 	 240 	 246
360660 	 262 	 242 	 240
360661 	 640 	 238 	 244
360662 	 258 	 236 	 244
360663 	 258 	 236 	 242
360664 	 258 	 238 	 244
360665 	 260 	 240 	 242
360666 	 258 	 236 	 242
360667 	 262 	 238 	 244
360668 	 260 	 236 	 240
360669 	 260 	 236 	 242
360670 	 258 	 240 	 242
360671 	 256 	 238 	 1618
360672 	 236 	 240 	 242
360673 	 256 	 238 	 242
360674 	 256 	 238 	 240
360675 	 256 	 236 	 242
360676 	 256 	 236 	 240
360677 	 258 	 240 	 242
360678 	 260 	 238 	 244
360679 	 258 	 236 	 242
360680 	 258 	 236 	 240
360681 	 256 	 236 	 240
360682 	 1328 	 238 	 242
360683 	 258 	 240 	 242
360684 	 254 	 236 	 242
360685 	 258 	 238 	 244
360686 	 260 	 238 	 242
360687 	 262 	 238 	 240
360688 	 262 	 238 	 240
360689 	 260 	 238 	 240
360690 	 262 	 236 	 242
360691 	 258 	 234 	 244
360692 	 258 	 236 	 244
360693 	 480 	 240 	 242
360694 	 262 	 238 	 240
360695 	 262 	 242 	 244
360696 	 264 	 242 	 240
360697 	 262 	 238 	 242
360698 	 262 	 242 	 248
360699 	 260 	 238 	 242
360700 	 264 	 238 	 244
360701 	 260 	 242 	 246
360702 	 260 	 238 	 240
360703 	 262 	 236 	 1404
360704 	 264 	 238 	 238
360705 	 260 	 238 	 244
360706 	 260 	 238 	 242
360707 	 256 	 242 	 240
360708 	 262 	 240 	 238
360709 	 260 	 236 	 248
360710 	 258 	 240 	 240
360711 	 260 	 238 	 244
360712 	 256 	 238 	 244
360713 	 258 	 238 	 246
360714 	 1296 	 238 	 244
360715 	 258 	 236 	 242
360716 	 258 	 236 	 242
360717 	 254 	 236 	 240
360718 	 258 	 238 	 240
360719 	 260 	 236 	 242
360720 	 258 	 236 	 242
360721 	 256 	 242 	 240
360722 	 260 	 238 	 244
360723 	 260 	 238 	 240
360724 	 262 	 236 	 242
360725 	 400 	 240 	 240
360726 	 70 	 70 	 264
360727 	 260 	 70 	 264
360728 	 262 	 70 	 264
360729 	 262 	 238 	 242
360730 	 258 	 240 	 240
360731 	 260 	 238 	 240
360732 	 256 	 236 	 242
360733 	 258 	 236 	 244
360734 	 260 	 242 	 240
360735 	 262 	 238 	 1404
360736 	 260 	 240 	 240
360737 	 258 	 240 	 242
360738 	 258 	 238 	 242
360739 	 254 	 236 	 240
360740 	 260 	 240 	 244
360741 	 258 	 236 	 244
360742 	 262 	 240 	 244
360743 	 260 	 242 	 242
360744 	 262 	 238 	 246
360745 	 260 	 240 	 242
360746 	 1154 	 238 	 244
360747 	 256 	 238 	 244
360748 	 258 	 236 	 244
360749 	 258 	 240 	 242
360750 	 258 	 238 	 240
360751 	 258 	 236 	 244
360752 	 256 	 238 	 240
360753 	 258 	 236 	 244
360754 	 258 	 236 	 242
360755 	 262 	 238 	 244
360756 	 256 	 240 	 242
360757 	 326 	 240 	 244
360758 	 260 	 236 	 240
360759 	 258 	 236 	 240
360760 	 258 	 240 	 242
360761 	 258 	 238 	 242
360762 	 258 	 236 	 242
360763 	 260 	 236 	 240
360764 	 258 	 238 	 244
360765 	 260 	 236 	 242
360766 	 256 	 238 	 240
360767 	 254 	 236 	 1398
360768 	 260 	 240 	 240
360769 	 260 	 236 	 240
360770 	 260 	 238 	 244
360771 	 260 	 236 	 242
360772 	 260 	 240 	 240
360773 	 258 	 234 	 240
360774 	 258 	 240 	 244
360775 	 260 	 236 	 244
360776 	 262 	 240 	 242
360777 	 260 	 238 	 244
360778 	 1028 	 234 	 242
360779 	 260 	 236 	 240
360780 	 262 	 238 	 242
360781 	 264 	 240 	 240
360782 	 260 	 236 	 242
360783 	 254 	 236 	 242
360784 	 260 	 238 	 240
360785 	 260 	 240 	 242
360786 	 262 	 238 	 246
360787 	 260 	 240 	 246
360788 	 260 	 240 	 244
360789 	 258 	 242 	 242
360790 	 256 	 240 	 246
360791 	 258 	 236 	 246
360792 	 254 	 240 	 242
360793 	 264 	 240 	 240
360794 	 260 	 240 	 240
360795 	 260 	 238 	 242
360796 	 256 	 236 	 240
360797 	 256 	 236 	 242
360798 	 258 	 238 	 240
360799 	 260 	 1424 	 244
360800 	 270 	 240 	 240
360801 	 258 	 238 	 240
360802 	 262 	 236 	 240
360803 	 70 	 262 	 242
360804 	 70 	 70 	 262
360805 	 258 	 68 	 266
360806 	 256 	 70 	 266
